,cues,outcomes
6006,joe_the_fish_fifty_years_old,PastSimple
6007,you_ever_in_a_situation_even_remotely_like_this_with_family_friends_or_working_colleagues,PresentPerf
6008,carolyn_the_days_at_the_refuge_terrible,PastSimple
6009,we_for_our_lives,PastSimple
6010,you_of_any_others_on_this_list,PresentPerf
6011,erm_what_you_with_my_headphones,PresentProg
6012,i_to_a_very_different_air_force_indeed,PastPerf
6013,in_many_cases_as_illustrated_by_examples_from_a_few_industries_the_issue_of_the_advantages_of_scale_from_the_level_of_the_factory_to_the_firm_as_a_whole,PresentPerf
6014,a_quarter_of_an_hour_ago_they_more_than_a_little_discontented,PastPerf
6015,midge_and_stevie_into_the_guest_bedroom,PastPerf
6016,if_i_er_happy_ever_after_young_lover,PastProg
6017,we_not_upon_the_order_of_our_going,FutureSimple
6018,what_you_about_getting_er_a_replacement,PresentProg
6019,marxists_often_reticent_on_these_questions,PresentPerf
6020,they_in_sprawling_camps_around_the_town_building_rickety_wooden_huts_covered_with_brown_paper_from_the_defunct_local_paper_mill,PresentPerf
6021,in_some_cases_however_estate_agents_a_certain_amount_of_advertising_free_of_charge,FutureSimple
6022,why_there_so_many_different_interest_rates,PresentSimple
6023,he_them_in_a_bowl,PastSimple
6024,the_association_recently_a_large_detached_house_in_a_residential_area_of_melton_mowbray_leicestershire,PresentPerf
6025,the_special_migration_and_workplace_statistics_their_own_associated_software,FutureSimple
6026,visual_difference_on_the_same_surface_between_a_part_that_by_a_standard_technique_and_the_untouched_area,PresentPerf
6027,there_fine_views_and_much_wildlife_of_interest_including_deer,PresentSimple
6028,it_a_stretcher,PastSimple
6029,the_pervasiveness_of_this_stereotype_especially_in_britain_probably_the_result_of_the_interplay_between_several_factors,PresentSimple
6030,outside_the_window_the_day_already,PastProg
6031,terence_on_loudly_with_his_own_speech,PastProg
6032,this_the_beauty_of_an_event_like_corporate_sailing,PresentSimple
6033,this_the_acquirer_from_an_unreasonable_even_if_apparently_genuine_opinion_of_the_seller,FutureSimple
6034,they_the_boarding_house,PastPerf
6035,autumn_fair_rosemary_presbyterian_church_its_annual_autumn_fair_this_friday_evening,FutureSimple
6036,they_inside_nest_boxes_with_tiny_entrance_holes_designed_for_tits_as_well_as_in_the_delicate_domed_nests_of_such_species_as_the_wren,PresentPerf
6037,in_the_meantime_mike_harris_out_on_this_years_batch_of_heather_honey,FutureSimple
6038,certainly_the_acquisition_of_hard_parts_as_a_deterrent_to_predators_a_compelling_hypothesis,PresentSimple
6039,he_constantly_up_with_bright_ideas_for_making_money,PresentProg
6040,regional_media_owners_such_as_reed_and_northcliffe_also,FutureSimple
6041,no_you_that_one,PresentSimple
6042,spoken_language_living_flexible_and_rich_in_its_variation,PresentSimple
6043,the_account_in_garbled_form_in_the_new_testament,PresentSimple
6044,well_i_not_you_ever_again,FutureSimple
6045,walkers_a_variety_of_flora_and_fauna_including_deer_kestrels_and_woodpeckers,FutureSimple
6046,charles_and_diana_probably_traditional_korean_food_at_a_series_of_official_lunches_and_dinners,FutureSimple
6047,antoinette_her_head,PastSimple
6048,it_anybody,PresentPerf
6049,at_the_same_time_misgivings_mainly_in_relation_to_two_aspects_of_the_science,PresentPerf
6050,behind_them_dogs_strangely_silent,PastPerf
6051,you_now,PresentProg
6052,ticket_prices_four_pounds_seventy_five_to_eight_seventy_five_with_a_wide_range_of_concessions_available,PresentSimple
6053,it_now_extensively_by_members_from_a_range_of_courses_as_a_means_of_contact_both_whilst_at_the_college_and_subsequently_on_their_return_to_their_organisations,PresentSimple
6054,we_on_mrs_thatcher_realising_this,PresentProg
6055,your_body_whole_again,FutureSimple
6056,you_that_body_spray_on,PresentPerf
6057,stephanie_and_i_eight_years_ago_only_four_weeks_after_meeting_in_los_angeles_for_the_first_time,PastPerf
6058,there_no_point_though_in_merely_repeating_a_known_pattern,PresentSimple
6059,at_the_present_time_there_grounds_for_similar_concern_about_both_the_public_and_the_private_sector,PresentSimple
6060,the_subjects_the_researcher_by_observing_and_recording_their_own_activities,PresentProg
6061,who_you_for,PresentProg
6062,in_fact_my_doctor_even_me_on_a_diet,PresentSimple
6063,the_baby_down_with_something_nasty,PresentProg
6064,a_huge_snake_from_a_tree_sliding_along_the_forest_floor,PastProg
6065,birmingham_city_the_signing_of_doug_bell_from_shrewsbury_town,PresentPerf
6066,why_we_that_and_that,PresentPerf
6067,i_from_this,FutureSimple
6068,oh_i_all_still_dream_of_love_oh_dear,PastProg
6069,public_goods_like_a_very_strong_externality,PresentSimple
6070,rog_best,PresentSimple
6071,teaching_methods_and_media_for_library_user_education_this_chapter_a_number_of_teaching_methods_and_media,FutureSimple
6072,they_also_a_much_more_important_issue_with_him,FutureSimple
6073,these_a_matter_of_regret_for_many_including_the_commercially_minded_judge,PresentPerf
6074,even_its_efforts_to_be_indelicate_dull,PresentSimple
6075,the_the_the_intelligence_insufficient,PresentSimple
6076,all_around_us_development_opportunities_up,PresentProg
6077,then_we_lunch_at_pen_house,PastSimple
6078,i_that_night_to_the_box_number,PastSimple
6079,another_hour_and_we_over_land_the_desolate_australian_outback,PastSimple
6080,so_he,PastSimple
6081,like_other_infant_sciences_the_science_of_international_politics_markedly_and_frankly_utopian,PresentPerf
6082,cos_i_i_his_name_to_this_guy_organizing_the_one_world_week,PastSimple
6083,his_success_of_immense_importance_to_each_and_every_bank_official_in_the_future,FutureSimple
6084,senior_idb_executives_also_the_event,FutureSimple
6085,for_the_third_world_or_rather_the_underdeveloped_world_these_questions_for_the_greater_part_of_this_century,PresentPerf
6086,the_man_up_in_hospital_right,PresentSimple
6087,in_the_main_room_a_patterned_violet_carpet_in_the_centre_of_brown_lino,PastPerf
6088,well_it_a_forlorn_hope_at_best,PastPerf
6089,here_proof,PresentSimple
6090,he_still,PastSimple
6091,our_village_into_the_domesday_book,PastPerf
6092,the_quill_nib_a_crisper_line_as_a_result,PresentSimple
6093,when_he_reading_it_he_folded_it,PastPerf
6094,america_as_in_the_past_by_attracting_bright_and_motivated_people_from_other_nations_of_the_world,PresentSimple
6095,what_it_about_training_and_graduate_training_and_so_on,PresentSimple
6096,none_of_the_other_guests_judging_by_the_untouched_food_in_the_covered_dishes_on_the_sideboard,PastPerf
6097,when_they_up_through_the_grove_on_her_birthday,PastProg
6098,overcrowding_not_just_an_urban_problem,PastSimple
6099,this_really_in_the_rest_of_europe,PresentProg
6100,no_one_her,PastProg
6101,the_hormone_adrenalin_into_the_bloodstream_raising_the_heartbeat_and_metabolic_rate,PresentSimple
6102,the_blank_and_sometimes_insolent_refusal_to_allow_a_quicker_group_through_another_malpractice_more_prevalent,PresentProg
6103,he,PastProg
6104,this_in_the_corridor_outside,PastSimple
6105,you_my_dress_with_you_to_the_villa_rosie,FutureSimple
6106,we_nearly_run_over,PastSimple
6107,the_relations_between_dopamine_and_motor_functions_analyzed,PastSimple
6108,some_of_them_by_it,FutureSimple
6109,the_charge_by_the_evidence_collected_by_the_royal_military_police_inquiries,PastSimple
6110,three_hours_later_paul_against_the_wall_in_a_hospital_corridor,PresentProg
6111,the_cat_stealthily_through_a_patch_of_long_grass_towards_the_foot_of_the_largest_tree,PastProg
6112,he_for_his_friend,PresentProg
6113,they_so_on_largely_political_religious_grounds,PastProg
6114,with_one_exception_all_errors_and_problems_encountered_during_either_testing_or_use_of_the_system_subject_to_these_procedures,FutureSimple
6115,some_factors_in_the_competitive_analysis_to_market_attractiveness,FutureSimple
6116,i_for_him_before,PresentPerf
6117,they_a_warning_and_a_reprieve,PresentPerf
6118,we_ever_a_very_small_volvo,FutureSimple
6119,rotten_also_an_increasingly_withering_view_of_his_colleagues,PastPerf
6120,the_research_first_the_issues_theoretically_and_then_where_feasible_with_the_aid_of_existing_macroeconomic_models,FutureSimple
6121,this_widely_in_the_financial_press_and_by_market_practitioners,FutureSimple
6122,a_major_user_of_nasa_data_and_skills_the_un_environment_programme,PresentPerf
6123,i_the_junior_tyro_of_the_group_and_still_at_school,PastSimple
6124,they_contact_with_the_world,PresentProg
6125,he_whisky_and_dry_ginger,FutureSimple
6126,he_by_dr_james_leonard_joyce_a_specialist_at_the_royal_berkshire_hospital,PastSimple
6127,he_her_anger_with_a_wry_gleam_in_his_eyes,PastProg
6128,they_endless_patience,PresentSimple
6129,she_badly_up_and_obviously_distressed_by_the_experience,PastPerf
6130,you_over_from_me,FutureSimple
6131,patients_nursing_care_on_a_medical_intensive_care_unit_in_almost_every_case,PastPerf
6132,the_dam_by_ec_funds,PresentPerf
6133,but_we_the_gun_here,PresentProg
6134,something_neil_me_about_the_island,PastPerf
6135,the_read_codes_automatically_by_the_software_running_the_clinical_information_system,FutureSimple
6136,he_away,PastPerf
6137,a_nice_saturday_bye_bye,PresentSimple
6138,all_the_shadows_from_his_strong_dark_face,PastPerf
6139,what_it_up_to,FutureSimple
6140,what_he_sitting_here,PastProg
6141,but_i_not_him,PastSimple
6142,how_he_hold_of_that_name,PastPerf
6143,according_to_david_the_couple_soon,PastProg
6144,this_method_suitable_for_knitmaster_silver_and_brother_machines,PresentSimple
6145,too_impatient_and_too_obsessed_with_his_own_game,PastSimple
6146,each_photograph_upon_the_back_the_words_private_property,PastPerf
6147,yarns_of_different_types_colours_and_thicknesses_very_different_effects_from_the_same_design,FutureSimple
6148,eliot_at_this_period_amongst_myths_and_rituals,PastProg
6149,now_the_seeds,PastPerf
6150,unless_we_on_the_bus,PresentSimple
6151,it_along_the_branch_of_a_tree_next_to_the_church_in_west_end_lane_west_hampstead_london,PastProg
6152,where_that_ambulance_yesterday,PastProg
6153,hence_pressure_groups_for_the_disabled_the_old_neglected_children_and_so_on_influence_out_of_proportion_to_their_naked_power,FutureSimple
6154,such_switches_between_the_two_forms_of_reductionism_several_payoffs,PresentSimple
6155,she_excellent_legs,PastSimple
6156,there_a_hubbub,PastSimple
6157,i_even_in_a_jocular_way_by_one_of_my_senior_officers_of_operating_a_blockade_of_the_channel,PastPerf
6158,they_very_close,PastPerf
6159,what_vitamins,PresentSimple
6160,german_experts_costs_at_five_times_this_amount,PresentPerf
6161,i,PastProg
6162,in_fact_lachlan_very_hard_at_being_polished_and_charming,PastProg
6163,the_first_the_opening_of_the_bypass_but_prior_to_the_improvement_of_woolmer_road,PresentProg
6164,that_all_erm_about_as_a_result_of_the_marie_rivers_case_mm,PastSimple
6165,burton_the_boy,PastSimple
6166,a_bit_late,PresentSimple
6167,yes_i_i_at_that_one_just_now,PastProg
6168,now_where_i_that_mad_bitch_before,PresentPerf
6169,that_sir_the_end_of_that_minute,PresentSimple
6170,some_firms_such_as_texas_already_all_their_software_in_this_form,PresentSimple
6171,in_making_their_choice_for_the_use_of_land_farmers_like_this,PresentPerf
6172,again_the_standard_of_separating_construction_the_highest_requirement_of_any_of_the_adjacent_risks,FutureSimple
6173,he_no_such_thing_in_his_court,PastSimple
6174,after_a_moment_or_two_that_man_grimly,PastSimple
6175,we_therefore_with_a_brief_sketch_of_the_business_of_trading_electronic_information_across_different_market_sectors_using_a_variety_of_underlying_technologies,FutureSimple
6176,but_there_no_his_overall_fitness,PresentProg
6177,in_other_words_they_swaps_with_other_people,FutureSimple
6178,numerous_calls_for_increased_powers_for_the_independent_agency_not_up,FutureSimple
6179,it_the_most_modern_in_britain_and_one_of_the_best_equipped_centres_of_its_size_in_the_world,FutureSimple
6180,this_charger_with_two_batteries_at_once,PresentProg
6181,the_existence_of_two_rival_regimes_instability_in_an_already_very_fragile_legal_framework,FutureSimple
6182,then_he_back,PastSimple
6183,it_also_the_current_financial_arrangements_including_the_fossil_fuel_levy_in_england_and_wales,FutureSimple
6184,the_old_abbey_at_the_end_of_the_twelfth_century_after_a_severe_storm_at_sea,PastSimple
6185,it_a_unity_in_natural_logic,PresentPerf
6186,the_society_eventually_by_the_more_active_and_famous_liberation_society,PastPerf
6187,he_his_cards_very_close_to_his_chest,PastProg
6188,even_more_to_the_point_the_actual_rarity_of_defences_of_the_pluralist_position,PresentSimple
6189,police_the_scheme_to_all_four_district_councils_and_the_licensing_trade_this_month,PresentProg
6190,there_long_stories_of_human_giants_in_legend_and_mythology,PresentPerf
6191,the_consequences_of_this_exclusion_clause_quite_far,PresentProg
6192,the_investigation_by_the_deputy_chief_constable,PastPerf
6193,neptune_into_sagittarius,PresentProg
6194,and_a_collection_of_routine_thoughts_and_physical_distractions_useful_for_up_the_spaces_created_by_the_avoidance,PresentProg
6195,but_at_least_most_of_the_innings_important_ones,FutureSimple
6196,according_to_the_king_the_war_against_all_arabs_and_moslems,PastProg
6197,he_at_the_other_table,PastSimple
6198,davy_his_problem,PastPerf
6199,recently_they_better,PresentPerf
6200,social_psychology_in_the_doldrums_having_an_uneasy_relationship_with_psychology_orientated_to_natural_science_and_an_equally_uneasy_relationship_with_sociology,PresentPerf
6201,how_they_that,PastProg
6202,decca_a_more_modest_mozart_sampler_of_about_a_dozen_compact_discs,PresentProg
6203,his_last_years_monitoring_the_application_of_the_treaties_and_as_an_adviser_to_the_league_of_nations_high_commissioner_for_refugees,PastSimple
6204,the_investigation_by_the_full_council_of_bafta_at_its_piccadilly_headquarters_on_monday,FutureSimple
6205,erm_this_rainforest_festival_actually_out_over_the_country,PresentProg
6206,it_so_unusual,FutureSimple
6207,i_to_them_for_half_an_hour_on_maximum_range_and_fuel_economy,PastSimple
6208,so_far_no_traditional_bookshops_the_products,PresentPerf
6209,the_windsurfing_season_itself_out_too,PresentPerf
6210,no_one_ever_for_sure,FutureSimple
6211,his_intellectual_itinerary_within_the_communist_party_in_earnest,PastPerf
6212,immediately_the_coventry_team_manager_the_news_up_on_the_giant_electronic_message_board_at_the_end_of_the_ground,PastPerf
6213,it_like_into_the_eyes_of_a_lion,PastProg
6214,operators_with_the_same_priority_from_left_to_right,FutureSimple
6215,yes_i_not,PastProg
6216,down_the_ribbon_of_moonlight_over_the_brow_of_the_hill_the_highwayman_riding_riding_riding,PastSimple
6217,the_balance_of_power_like_the_contours_of_a_desert_after_a_night_wind,PastPerf
6218,he_closely_with_the_group_environmental_manager_on_such_issues,FutureSimple
6219,the_kind_of_guilt_imposed_by_society_responsible_for_a_certain_amount_of_law_and_order_within_our_civilisation,PresentProg
6220,women_to_their_doctors_six_times_a_year_compared_to_four_visits_to_the_surgery_by_men,PresentSimple
6221,i_actually_considering_some_of_those_little_boxes,PastProg
6222,i_in_the_mortuary_flanked_by_two_policemen_looking_down_at_her,PastProg
6223,we_progress,PastProg
6224,he_one_himself,PastPerf
6225,until_there_a_sudden_crash,PastSimple
6226,i_this_totally_unacceptable,PresentSimple
6227,the_lower_course_of_the_river_wye_through_the_forest_of_dean_both_phases_of_the_process,PresentSimple
6228,clubs_not_upon_the_taylor_report,PresentProg
6229,we_some_cheese,PresentProg
6230,east_one_a_gun,PastProg
6231,in_that_code_you_the_following_injunction,FutureSimple
6232,i_churches_and_in_my_early_forties_too_old_for_conscription,PastProg
6233,the_sales_centre_like_most_branches_a_fully_training_room,PresentPerf
6234,this_new_technique_police_computer_records,FutureSimple
6235,the_conversation_alien_and_impossible,PastSimple
6236,following_this_but_before_selecting_a_preferred_party_we_with_the_short_listed_parties_exploring_their_firm_offers,FutureSimple
6237,the_visit_of_the_hamburg_ballet_possible_by_the_generous_support_of_the_government_of_the_federal_republic_of_germany,PresentPerf
6238,fire_off_it,PresentProg
6239,i_in_a_daze_the_music_replaced_by_the_roar_of_traffic_and_the_sunrise_showing_like_a_great_red_orange_through_a_gap_in_the_buildings_opposite,PastSimple
6240,we_any_screwdrivers_around,PresentPerf
6241,tourism_already_the_city_in_unexpected_ways,PresentProg
6242,er_some_of_you_it_in,PresentPerf
6243,so_the_extension_of_insurance_provision_to_a_greater_likelihood_of_the_reporting_of_many_crimes,PresentPerf
6244,new_residents_in_from_a_wider_and_wider_catchment_area,PresentProg
6245,a_number_of_adjacent_similar_prospects_without_success,PresentPerf
6246,the_trend_through_evolution_however_towards_an_increase_in_size_and_complexity,PresentPerf
6247,two_old_girls_very_close_at_the_front,PastProg
6248,this_time_however_we_not_to_the_consulate_but_driving_straight_to_the_border,PastProg
6249,she_little_ones,PastSimple
6250,this_the_critical_test_for_the_government,FutureSimple
6251,the_team_the_properties_on_hoskins_way_homerton_road_pallister_park,PresentProg
6252,a_special_vote_of_thanks_to_the_organiser_graham_davies,PastSimple
6253,the_final_year_at_the_coleraine_campus,FutureSimple
6254,okay_so_club_eighteen_to_thirty_good_business_around_this_period_because_of_this_situation,PastProg
6255,these_the_various_aspects_of_khaine,PresentSimple
6256,power_through_me,PresentProg
6257,harvard_securities_always_a_high_staff_turnover,PastPerf
6258,what_you,PastSimple
6259,you_out_tomorrow,PresentProg
6260,and_what_they_about_it,PresentProg
6261,the_idea_notably_by_the_scottish_ceti_theorist_chris_boyce,PresentPerf
6262,quantum_mechanically_the_situation_completely_different_to_the_existence_of_the_photon,PresentProg
6263,i_it,PastSimple
6264,it_the_statutory_obligation,PresentSimple
6265,vat_confidentiality_a_statement_of_practice_on_the_question_of_tax_advisers_and_confidentiality_in_vat_matters_recently_by_customs_and_excise_icaew_iot_and_the_vat_practitioners_group,PresentPerf
6266,the_pensioners_now_the_cost_of_repairs_to_their_wall,PresentProg
6267,he_forward_to_this,PastProg
6268,in_the_tiny_temporary_office_things_not_but_roaring,PresentProg
6269,he_his_arms_in_fear_his_nerves_at_snapping_point,PastSimple
6270,there_too_he_dinner_by_a_frightened_waiter,PastPerf
6271,i_not_them_for_some_time,PastPerf
6272,er_nick_what_you,PresentProg
6273,little_chef_her_down_in_the_pink_dusk_at_the_bottom_of_the_garden_with_her_arms_round_an_apple_tree_sobbing_her_heart_out,PastSimple
6274,i_at_it_other_day,PastProg
6275,for_the_time_however_the_weaknesses_resulting_from_long_supply_lines_and_independent_parts_producers_by_other_strengths_compared_with_american_and_european_rivals,PresentProg
6276,our_dreams_soon,PastSimple
6277,you_any_zero_one_two_seven,PresentPerf
6278,sylvia_her_mother_for_a_story_one_morning_after_breakfast,PastProg
6279,exhibitions_by_the_royal_horticultural_society_the_edinburgh_and_kew_royal_botanic_gardens_the_orchid_review_and_glasgow_itself,FutureSimple
6280,he,PresentProg
6281,the_project_building_and_large_computerised_collections_of_data_on_patterns_of_births_and_deaths_and_trades_and_occupations,PresentProg
6282,both_exterior_and_interior_in_scale_and_detail,PresentProg
6283,but_the_girl_already_the_door,PastProg
6284,south_africa_nelson_mandela_though_still_imprisoned_president_botha,PresentSimple
6285,the_approved_income_of_the_company_exempt_from_tax_for_a_period_of_up_to_five_years_with_a_possible_extension_of_a_further_five_years_after_that,FutureSimple
6286,one_of_the_men_down_his_leg_broken,PastSimple
6287,burton_once_again_the_directive_of_an_older_man,PastPerf
6288,individuals_similarly_unrewarded,PresentProg
6289,lastly_the_effect_of_ec_legislation_in_the_battle_over_sunday_trading,PresentPerf
6290,he_a_ticket_to_port_au_prince,PastSimple
6291,i_never_it,PresentPerf
6292,these_and_several_other_changes_in_more_detail_inside,PresentSimple
6293,an_opportunity_for_some_of_this_pressure_to_vent_itself_in_the_early_sixties,PastSimple
6294,on_both_banks_steep_hills_with_the_sunset,PastProg
6295,a_man_there_with_two_horses,PastProg
6296,i_you_about_these_next_time,FutureSimple
6297,formal_lectures_usually_in_the_afternoons_within_scheduled_programmes_either_internally_or_in_association_with_other_societies_and_groups,PresentPerf
6298,from_next_year_stubble_burning,FutureSimple
6299,they_successfully_the_basic_food_hygiene_courses_run_by_the_borough_council,PresentPerf
6300,not_one_of_your_obscure_ones_they,PresentSimple
6301,what_dr_neil_in_the_west_end_dressed_up_like_a_toff,PresentProg
6302,first_as_a_matter_of_fact_if_not_law_the_actions_and_responses_of_any_two_states_upon_the_interests_of_other_states_as_well_as_upon_other_participants_in_the_international_and_municipal_arenas,FutureSimple
6303,the_goldsmiths_however_little_certain_knowledge_of_the_place,PastSimple
6304,in_my_view_death_resulting_from_it_a_death_by_natural_causes,PresentSimple
6305,welfare_rights_workers_in_cleveland_claim_thousands_of_people_in_south_tees_denied_benefits_because_of_social_fund_rules,PresentProg
6306,here_and_there_the_woods_and_not_replanted,PastPerf
6307,kate_his_worries_into_words,PastPerf
6308,she_out_of_the_silent_planet,PastPerf
6309,inquiry_into_pit_collapse_an_inquiry_into_the_pit_collapse_with_a_focus_on_the_roof_support_system,PresentPerf
6310,with_that_level_of_recommendation_there_really_no_better_option,PresentSimple
6311,what_you_against_it,PresentPerf
6312,and_the_young_once_again_that_the_world_pay_attention,PastProg
6313,vessels_from_belgium_brazil_canada_denmark_france_germany_greece_iceland_italy_the_netherlands_new_zealand_norway_poland_russia_and_the_us,PresentProg
6314,what_about_the_industrial_base_of_iran_which,PresentProg
6315,he,PresentProg
6316,this_lack_of_explicitness_surely_the_significance_of_the_book_for_researchers_working_in_speech_act_theory_and_related_fields,FutureSimple
6317,a_multiplied_process_of_money_expansion_just_as_in_the_case_of_a_total_currency_flow_surplus_outlined_above,FutureSimple
6318,for_apart_from_trying_to_hold_her_hand_in_the_taxi_he_quite_well,PastPerf
6319,there_several_repercussions_my_slight_incident_in_the_clothes_shop,PastProg
6320,so_er_yeah_the_children_from_school_in_their_easter_bonnets_and_easter_hats,PastProg
6321,as_usual_he_his_early_morning_routine_with_almost_military_precision,PastPerf
6322,employment_conditions_and_professional_standards_thus_very_varied,PresentSimple
6323,i_your_divisional_officer_and_the_appropriate_administrative_staff_of_my_decision,FutureSimple
6324,thirty_pages_in_facsimile_with_gold_leaf,PresentSimple
6325,but_her_pulses_around_all_over_the_place,PastProg
6326,what_you_for_mum,PresentProg
6327,stevie_johnston_of_the_falls_community_council_and_one_of_the_organisers_of_this_conference_now,FutureSimple
6328,everything_clearer_in_the_morning,FutureSimple
6329,and_the_task_that_of_their_influence,PresentProg
6330,well_he_wrong,PresentSimple
6331,he_not_over_public_assets_to_a_few_of_his_conservative_cronies,PresentProg
6332,a_moment_later_dr_livesey_gray_and_ben_gunn_us_with_smoking_guns_from_among_the_trees,PastSimple
6333,overarching_local_events_the_process_of_terminal_collapse_of_the_ottoman_empire,PastSimple
6334,the_tudor_age_considerable_population_movements_with_changes_in_agriculture_the_growth_of_towns_and_some_rudimentary_developments_in_manufacturing,PastSimple
6335,i_him_pretty_well_then,PastSimple
6336,the_french_charleroi_on_all_the_southern_roads,PastSimple
6337,a_kind_of_liberty_in_a_way_i,PresentSimple
6338,then_far_away_only_emphasising_the_silence_a_cock_shrill_and_certain,PastPerf
6339,yeah_and_the_car_a_wash_as_well,PresentSimple
6340,the_chief_quiet_for_a_kilometre_or_two,PastPerf
6341,the_flight_of_three_stairs_with_a_mahogany_look_finish_and_brass_stair_rods_a_winner_with_customers,PresentProg
6342,his_funeral_place_at_sandhurst_next_week,FutureSimple
6343,the_other_african_eagle_owl_pellet_sample_from_the_spotted_eagle_owl,PresentSimple
6344,growth_in_some_oil_product_areas,FutureSimple
6345,standard_green_form_work_the_basic_part_of_the_scheme,PresentSimple
6346,successful_reform_elements_of_continuity_and_change,FutureSimple
6347,so_in_the_end_i_it_with_cocaine,PastProg
6348,he_a_baseball_type_cap_dark_casual_jacket_and_possibly_jeans,PastProg
6349,unleaded_petrol_as_in_so_many_environmental_matters_britain_late_in_tax_differentials_for_unleaded_fuel,PastProg
6350,even_the_possibility_of_using_income_generated_by_the_sale_of_council_houses_sharply_restricted,PresentPerf
6351,two_surgeons_all_the_operations,FutureSimple
6352,the_theory_of_the_adaptation_of_species_just_seed,PastPerf
6353,it_his_first_great_success,PastSimple
6354,his_place_as_head_of_state_by_mr_manfred_gerlach_the_veteran_leader_of_the_liberal_democratic_party,PastSimple
6355,it_pandemonium,PastSimple
6356,oliver_and_cathy_still_glasses_from_a_cardboard_container_and_arranging_them_on_small_trays,PastProg
6357,it_sometimes_worth_up_written_references_with_an_informal_discussion_over_the_phone_about_the_present_employee,PresentProg
6358,among_the_other_guests_again_macdonald_and_churchill_now_joined_by_leo_amery_and_herbert_samuel,PastSimple
6359,this_rule_worth,PresentProg
6360,pasties_from_the_castle,PresentPerf
6361,needless_to_say_many_of_the_letters_genuinely,PresentProg
6362,the_new_berth_also_for_the_import_and_export_of_a_wide_range_of_other_cargoes,FutureSimple
6363,because_they_people_together,PresentSimple
6364,i_totally_invisible,PastPerf
6365,several_on_a_yacht_at_sea,PastPerf
6366,hennessy_it_fun_a_cabinet_minister,PresentProg
6367,you_just_your_duty,PastProg
6368,but_it_the_radical_photography_base_quite_seriously,PresentPerf
6369,our_review_also_the_possibilities_of_future_european_cooperation_in_the_provision_of_a_deterrent_force,FutureSimple
6370,the_impression_theory_false,PresentSimple
6371,the_education_community_urgently_a_new_framework_for_local_strategic_planning_and_accountability,PresentSimple
6372,somebody_very_distinguished_the_part_in_the_last_london_production,PastPerf
6373,now_this_year_we_and_there_a_spare_table,PastSimple
6374,the_government_the_advice_given_to_parents_and_doctors,PresentProg
6375,of_course_henry_games,PastProg
6376,over_the_course_of_a_few_weeks_they_probably_several_hours_in_the_bureau_familiarising_themselves_with_bureau_practice_before_their_formal_selection_interview,FutureSimple
6377,it_about_an_omnipresence_of_god,PresentProg
6378,instead_here_she_weak_at_the_knees_like_an_adolescent_schoolgirl,PastProg
6379,or_it_always_an_illusion_anyway,PastPerf
6380,i_you_then,FutureSimple
6381,at_the_same_time_new_places_on_the_countryside_almost_daily,PresentPerf
6382,oh_he,PresentSimple
6383,she,PastProg
6384,i_already_an_expedition_to_the_liverpool_range,PresentPerf
6385,i_the_amendment_in_the_name_of_the_leader_of_the_opposition,PresentPerf
6386,but_i_rarely_a_patient_need_more_than_four_sessions_of_hypnosis_after_the_discovery_of_the_original_source_of_the_problem,PresentPerf
6387,during_the_period_net_borrowings_by_twenty_one_point_eight_million_principally_due_to_the_twenty_one_point_four_million_proceeds_from_carpet_right,PresentPerf
6388,that_a_hundred_per_cent_and_all,PresentSimple
6389,this_a_lay_committee_with_a_lay_clerk,PastSimple
6390,all_brands_now,PresentPerf
6391,you_yours_a_lot,PresentSimple
6392,none_of_them_in_covert_operations_other_than_when_dealing_with_criminals,PastPerf
6393,three_groups_from_the_school_part_in_the_finals_at_the_royal_festival_hall_london,PresentProg
6394,its_companions_in_the_borders_of_light_and_shadow_hidden_against_the_oaks,PastSimple
6395,whatever_the_time_the_weather_the_occasion_or_the_mod_your_eyes_in_the_frame,PresentSimple
6396,he_not_the_lamp,PastPerf
6397,she_black_with_a_black_straw_hat_with_a_deep_brim_like_a_laurel_wreath,PastProg
6398,very_few_of_the_originals,PresentPerf
6399,this_our_basis_for_the_following,PresentSimple
6400,inside_the_plan_and_much_of_the_elevation_of_this_vast_gothic_basilica,PresentSimple
6401,hair_by_scissors_boyish_cuts_their_charm,PresentSimple
6402,television_cameras_there,FutureSimple
6403,they_about_the_noise_and_mess_caused_by_builders_working_on_apartments_for_the_elderly,PresentPerf
6404,he_his_father_on_the_board_of_the_great_western_railway_although_not_in_the_chairmanship,PastPerf
6405,there_in_the_film_a_fox_limply_on_the_ground,PresentProg
6406,this_an_unfortunate_result,PresentPerf
6407,what_sort_of_things_they_to_you,PresentSimple
6408,and_it_nearer,PastProg
6409,through_agitprop_rowbotham_out_of_hackney,PastPerf
6410,a_study_of_drinking_patterns_in_mexico_the_strength_of_advertising,PresentSimple
6411,most_of_them_the_invalid_often_during_the_past_few_months_marvelling_at_his_gallant_spirit_and_his_unfailing_good_temper,PastPerf
6412,the_bogeyman_for_him,PastProg
6413,gone_the_days_of_deputation,PresentSimple
6414,but_they_not_with_lord_robertson,PastPerf
6415,we_in_scotland_also_an_environmental_row_over_the_bridge_being_built_from_the_mainland_to_the_isle_of_skye,PresentProg
6416,the_nights_in_fast,PastProg
6417,changes_not_brought_about_directly_by_the_authority_in_two_ways,PastSimple
6418,in_other_words_fracture_a_brutal_process,PresentSimple
6419,yet_no_action,PastSimple
